Table allocation done 1 time(s), state = INITIAL
Number of stages in table allocation: 14
  Number of stages for ingress table allocation: 14
  Number of stages for egress table allocation: 4
Critical path length through the table dependency graph: 11
Invoking table placement without container conflicts because first round of table placement required 14 stages.
Number of tables allocated: 139
+-------+-----------------+--------------------------------------------------------------+
| Stage | Min / Max Stage |                          Table Name                          |
|  12   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3233         |
|  12   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3234         |
|  12   |   [ 8, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3529         |
|  12   |   [ 8, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3531         |
|  12   |   [ 8, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3371         |
|  12   |   [ 8, 11 ]*    |                       tbl_arm_clone_1                        |
|  12   |   [ 8, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3373         |
|  12   |   [ 8, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3381         |
|  12   |   [ 10, 11 ]*   |                   Ingress.tbl_tm_dispatch                    |
+-------+-----------------+--------------------------------------------------------------+

NOTES:  - A '*' next to the min / max stage column indicates the table is placed outside its allowed scope

Table allocation done 3 time(s), state = REDO_PHV1
Number of stages in table allocation: 13
  Number of stages for ingress table allocation: 13
  Number of stages for egress table allocation: 3
