session,block,arm,txn_class,clrt_ms,ack_ms,rt_ms
s17,b4,obfuscated,READ,3.993034,21.247149,25.240183
s17,b4,obfuscated,READ,4.004002,21.408081,25.412083
s17,b4,obfuscated,READ,3.998995,21.271944,25.270939
s17,b4,obfuscated,READ,4.000902,23.276091,27.276993
s17,b4,obfuscated,READ,3.997087,20.508051,24.505138
s17,b4,obfuscated,READ,4.001141,20.563841,24.564981
s17,b4,obfuscated,READ,3.993988,21.034956,25.028944
s17,b4,obfuscated,READ,3.998041,21.444082,25.442123
s17,b4,obfuscated,READ,3.996849,21.208048,25.204897
s17,b4,obfuscated,READ,3.999949,21.380901,25.38085
s17,b4,obfuscated,SELECT,3.990173,21.227837,25.21801
s17,b4,obfuscated,OPERATE,4.000187,20.595789,24.595976
s17,b4,obfuscated,READ,3.998995,21.322012,25.321007
s17,b4,obfuscated,READ,4.003048,21.331072,25.33412
s17,b4,obfuscated,READ,4.002094,21.481991,25.484085
s17,b4,obfuscated,READ,3.983021,21.292925,25.275946
s17,b4,obfuscated,READ,4.004955,21.292925,25.29788
s17,b4,obfuscated,READ,4.003048,21.324873,25.327921
s17,b4,obfuscated,READ,3.999949,21.394968,25.394917
s17,b4,obfuscated,READ,4.001141,21.284819,25.285959
s17,b4,obfuscated,READ,3.998041,21.404028,25.402069
s17,b4,obfuscated,SELECT,3.993034,21.193981,25.187016
s17,b4,obfuscated,OPERATE,3.994942,20.653009,24.647951
s17,b4,obfuscated,READ,3.996134,21.360874,25.357008
s17,b4,obfuscated,READ,3.998995,21.309853,25.308847
s17,b4,obfuscated,READ,3.998995,21.392107,25.391102
s17,b4,obfuscated,READ,4.004955,21.476984,25.481939
s17,b4,obfuscated,READ,4.001141,21.213055,25.214195
s17,b4,obfuscated,READ,3.992081,21.275997,25.268078
s17,b4,obfuscated,READ,4.002094,21.396875,25.39897
s17,b4,obfuscated,READ,4.003048,21.32988,25.332928
s17,b4,obfuscated,SELECT,3.992081,21.313906,25.305986
s17,b4,obfuscated,OPERATE,4.004955,20.665169,24.670124
s17,b4,obfuscated,READ,4.008055,21.214008,25.222063
s17,b4,obfuscated,READ,3.997087,21.36302,25.360107
s17,b4,obfuscated,READ,4.000187,21.304846,25.305033
s17,b4,obfuscated,READ,3.998041,21.352053,25.350094
s17,b4,obfuscated,READ,4.004002,21.314144,25.318146
s17,b4,obfuscated,READ,4.005194,21.371841,25.377035
s17,b4,obfuscated,READ,3.999949,21.36302,25.362968
s17,b4,obfuscated,READ,4.004955,21.351099,25.356054
s17,b4,obfuscated,SELECT,4.000187,23.295879,27.296066
s17,b4,obfuscated,OPERATE,4.004955,20.56694,24.571896
s17,b4,obfuscated,READ,4.002094,20.572901,24.574995
s17,b4,obfuscated,READ,4.009962,20.569086,24.579048
s17,b4,obfuscated,READ,3.982067,20.806074,24.788141
s17,b4,obfuscated,READ,4.004002,25.482893,29.486895
s17,b4,obfuscated,READ,3.999949,21.389008,25.388956
s17,b4,obfuscated,READ,4.004002,21.365881,25.369883
s17,b4,obfuscated,READ,4.001856,21.310091,25.311947
s17,b4,obfuscated,READ,3.998041,21.404028,25.402069
s17,b4,obfuscated,READ,3.998041,21.297932,25.295973
s17,b4,obfuscated,READ,3.997087,21.46697,25.464058
s17,b4,obfuscated,READ,4.020929,21.224022,25.244951
s17,b4,obfuscated,READ,4.001856,21.409035,25.410891
s17,b4,obfuscated,READ,4.004002,21.311045,25.315046
s17,b4,obfuscated,SELECT,4.002094,21.260023,25.262117
s17,b4,obfuscated,OPERATE,4.000187,20.628929,24.629116
s17,b4,obfuscated,READ,4.004002,21.245956,25.249958
s17,b4,obfuscated,READ,4.022121,21.315813,25.337934
s17,b4,obfuscated,READ,3.999949,21.267176,25.267124
s17,b4,obfuscated,READ,3.953934,21.435022,25.388956
s17,b4,obfuscated,READ,4.002094,21.340847,25.342941
s17,b4,obfuscated,READ,4.009008,21.371841,25.38085
s17,b4,obfuscated,READ,4.011869,21.259069,25.270939
s17,b4,obfuscated,READ,3.999949,21.422863,25.422812
s17,b4,obfuscated,READ,4.005909,21.295071,25.30098
s17,b4,obfuscated,READ,4.00281,24.016142,28.018951
s17,b4,obfuscated,READ,4.004002,20.565033,24.569035
s17,b4,obfuscated,SELECT,3.998995,20.530939,24.529934
s17,b4,obfuscated,OPERATE,3.998995,20.55788,24.556875
s17,b4,obfuscated,READ,4.004955,20.565033,24.569988
s17,b4,obfuscated,READ,4.004002,25.150061,29.154062
s17,b4,obfuscated,READ,3.999949,21.606922,25.606871
s17,b4,obfuscated,READ,4.011154,21.061897,25.073051
s17,b4,obfuscated,READ,3.998041,21.384001,25.382042
s17,b4,obfuscated,READ,3.999949,21.31319,25.313139
s17,b4,obfuscated,READ,4.004955,21.415949,25.420904
s17,b4,obfuscated,READ,4.003048,21.310091,25.313139
s17,b4,obfuscated,READ,4.019976,21.378994,25.39897
s17,b4,obfuscated,READ,4.001141,21.234035,25.235176
s17,b4,obfuscated,SELECT,4.004955,21.256924,25.261879
s17,b4,obfuscated,OPERATE,4.003048,20.673037,24.676085
s17,b4,obfuscated,READ,4.000902,21.272182,25.273085
s17,b4,obfuscated,READ,4.014969,21.445036,25.460005
s17,b4,obfuscated,READ,4.001856,21.203041,25.204897
s17,b4,obfuscated,READ,4.003048,21.448851,25.451899
s17,b4,obfuscated,READ,3.998995,21.236181,25.235176
s17,b4,obfuscated,READ,4.004955,21.389961,25.394917
s17,b4,obfuscated,READ,4.007101,21.275043,25.282145
s17,b4,obfuscated,READ,4.006147,21.401882,25.40803
s17,b4,obfuscated,SELECT,4.001856,21.241188,25.243044
s17,b4,obfuscated,OPERATE,3.999949,20.64395,24.643898
s17,b4,obfuscated,READ,3.980875,21.403074,25.383949
s17,b4,obfuscated,READ,4.003048,21.27409,25.277138
s17,b4,obfuscated,READ,3.993988,21.399975,25.393963
s17,b4,obfuscated,READ,4.004002,21.292925,25.296926
s17,b4,obfuscated,READ,4.000902,21.378994,25.379896
s17,b4,obfuscated,READ,3.998041,21.314144,25.312185
s17,b4,obfuscated,READ,4.024029,21.406889,25.430918
s17,b4,obfuscated,READ,4.003048,21.312952,25.316
s17,b4,obfuscated,READ,3.997087,21.371126,25.368214
s17,b4,obfuscated,READ,3.997087,21.301985,25.299072
s17,b4,obfuscated,READ,4.009962,21.363974,25.373936
s17,b4,obfuscated,READ,3.993034,21.308899,25.301933
s17,b4,obfuscated,READ,4.004002,21.480083,25.484085
s17,b4,obfuscated,SELECT,4.008055,21.132946,25.141001
s17,b4,obfuscated,OPERATE,3.999949,20.700932,24.70088
s17,b4,obfuscated,READ,4.000902,21.28005,25.280952
s17,b4,obfuscated,READ,3.998041,21.281958,25.279999
s17,b4,obfuscated,READ,3.999949,21.801949,25.801897
s17,b4,obfuscated,READ,3.996134,20.840883,24.837017
s17,b4,obfuscated,READ,3.999949,21.407127,25.407076
s17,b4,obfuscated,READ,3.993034,21.31319,25.306225
s17,b4,obfuscated,READ,3.995895,21.394968,25.390863
s17,b4,obfuscated,READ,4.003048,21.315098,25.318146
s17,b4,obfuscated,READ,4.002094,21.366835,25.368929
s17,b4,obfuscated,READ,4.005194,21.337986,25.34318
s17,b4,obfuscated,SELECT,4.001856,21.244049,25.245905
s17,b4,obfuscated,OPERATE,3.997087,20.63489,24.631977
s17,b4,obfuscated,READ,3.969908,21.291971,25.261879
s17,b4,obfuscated,READ,4.006147,21.396875,25.403023
s17,b4,obfuscated,READ,4.003048,21.376848,25.379896
s17,b4,obfuscated,READ,4.003048,21.318913,25.32196
s17,b4,obfuscated,READ,3.999949,21.369934,25.369883
s17,b4,obfuscated,READ,3.993988,21.310091,25.304079
s17,b4,obfuscated,READ,4.004002,21.296978,25.30098
s17,b4,obfuscated,READ,3.997087,21.396875,25.393963
s17,b4,obfuscated,READ,4.004002,21.331787,25.335789
s17,b4,obfuscated,READ,3.999949,21.382093,25.382042
s17,b4,obfuscated,SELECT,4.000187,21.212816,25.213003
s17,b4,obfuscated,OPERATE,3.999949,20.694971,24.69492
s17,b4,obfuscated,READ,4.005194,21.300793,25.305986
s17,b4,obfuscated,READ,4.066944,21.238089,25.305033
s17,b4,obfuscated,READ,4.00281,21.414042,25.416851
s17,b4,obfuscated,READ,4.001141,21.306992,25.308132
s17,b4,obfuscated,READ,4.006147,21.390915,25.397062
s17,b4,obfuscated,READ,4.001141,21.272898,25.274038
s17,b4,obfuscated,READ,4.004955,21.394968,25.399923
s17,b4,obfuscated,READ,4.004002,21.224976,25.228977
s17,b4,obfuscated,SELECT,3.993988,21.302938,25.296926
s17,b4,obfuscated,OPERATE,3.998995,20.656109,24.655104
s17,b4,obfuscated,READ,3.998041,21.281004,25.279045
s17,b4,obfuscated,READ,4.000187,21.410942,25.411129
s17,b4,obfuscated,READ,4.002094,21.345854,25.347948
s17,b4,obfuscated,READ,4.004002,21.375895,25.379896
s17,b4,obfuscated,READ,4.001856,21.286011,25.287867
s17,b4,obfuscated,READ,3.993988,21.373987,25.367975
s17,b4,obfuscated,READ,3.997087,22.008896,26.005983
s17,b4,obfuscated,READ,3.999949,20.681143,24.681091
s17,b4,obfuscated,READ,3.978014,21.326065,25.304079
s17,b4,obfuscated,READ,3.996134,21.522045,25.518179
s17,b4,obfuscated,READ,3.999949,21.152973,25.152922
s17,b4,obfuscated,READ,4.008055,21.356106,25.364161
s17,b4,obfuscated,SELECT,3.97706,21.185875,25.162935
s17,b4,obfuscated,OPERATE,4.012108,20.652056,24.664164
s17,b4,obfuscated,READ,3.996134,21.394968,25.391102
s17,b4,obfuscated,READ,3.998041,21.281004,25.279045
s17,b4,obfuscated,READ,4.006147,21.482944,25.489092
s17,b4,obfuscated,READ,3.998995,21.24095,25.239944
s17,b4,obfuscated,READ,4.057169,21.405935,25.463104
s17,b4,obfuscated,READ,4.000902,21.256208,25.257111
s17,b4,obfuscated,READ,3.993988,21.419048,25.413036
s17,b4,obfuscated,READ,3.995895,21.287918,25.283813
s17,b4,obfuscated,READ,4.006147,21.363974,25.370121
s17,b4,obfuscated,SELECT,3.997803,21.203041,25.200844
s17,b4,obfuscated,OPERATE,3.998995,20.622015,24.62101
s17,b4,obfuscated,READ,4.003048,21.347046,25.350094
s17,b4,obfuscated,READ,4.007101,21.332979,25.34008
s17,b4,obfuscated,READ,3.998041,21.384001,25.382042
s17,b4,obfuscated,READ,4.005194,21.342993,25.348186
s17,b4,obfuscated,READ,3.999949,21.339893,25.339842
s17,b4,obfuscated,READ,4.004002,21.323919,25.327921
s17,b4,obfuscated,READ,3.996134,21.368027,25.364161
s17,b4,obfuscated,READ,4.004955,21.303892,25.308847
s17,b4,obfuscated,READ,4.007101,21.415949,25.42305
s17,b4,obfuscated,READ,3.995895,21.299124,25.295019
s17,b4,obfuscated,READ,3.975153,21.342993,25.318146
s17,b4,obfuscated,READ,4.002094,21.347046,25.34914
s17,b4,obfuscated,READ,3.998995,21.415949,25.414944
s17,b4,obfuscated,SELECT,3.998041,21.189928,25.187969
s17,b4,obfuscated,OPERATE,3.999949,20.622015,24.621964
s17,b4,obfuscated,READ,3.994942,21.405935,25.400877
s17,b4,obfuscated,READ,3.997087,21.239996,25.237083
s17,b4,obfuscated,READ,3.999949,21.376133,25.376081
s17,b4,obfuscated,READ,4.003048,21.317005,25.320053
s17,b4,obfuscated,READ,4.002094,22.414923,26.417017
s17,b4,obfuscated,READ,4.002094,20.565033,24.567127
s17,b4,obfuscated,READ,4.003048,21.136045,25.139093
s17,b4,obfuscated,READ,3.997087,21.374941,25.372028
s17,b4,obfuscated,READ,3.998041,21.254063,25.252104
s17,b4,obfuscated,READ,4.001856,21.314144,25.316
s17,b4,obfuscated,READ,3.997803,21.383047,25.38085
s17,b4,obfuscated,READ,4.002094,21.318913,25.321007
s17,b4,obfuscated,READ,3.999949,21.348,25.347948
s17,b4,obfuscated,SELECT,3.968,21.203041,25.171041
s17,b4,obfuscated,OPERATE,3.998995,20.817995,24.81699
s17,b4,obfuscated,READ,4.006147,21.204948,25.211096
s17,b4,obfuscated,READ,4.009008,21.357059,25.366068
s17,b4,obfuscated,READ,3.998041,21.3449,25.342941
s17,b4,obfuscated,READ,4.004002,21.320105,25.324106
s17,b4,obfuscated,READ,4.024029,21.389008,25.413036
s17,b4,obfuscated,READ,4.003048,21.289825,25.292873
s17,b4,obfuscated,READ,4.005909,21.36898,25.374889
s17,b4,obfuscated,READ,4.003048,21.287918,25.290966
s17,b4,obfuscated,READ,3.999949,21.399975,25.399923
s17,b4,obfuscated,READ,4.004955,21.294117,25.299072
s17,b4,obfuscated,READ,3.998995,25.50602,29.505014
s17,b4,obfuscated,READ,4.002094,21.444082,25.446177
s17,b4,obfuscated,SELECT,3.999949,21.305084,25.305033
s17,b4,obfuscated,OPERATE,3.999949,20.570993,24.570942
s17,b4,obfuscated,READ,3.999949,21.247149,25.247097
s17,b4,obfuscated,READ,3.968954,22.880077,26.849031
s17,b4,obfuscated,READ,4.001141,20.524025,24.525166
s17,b4,obfuscated,READ,4.028082,20.633936,24.662018
s17,b4,obfuscated,READ,4.004002,21.361113,25.365114
s17,b4,obfuscated,READ,3.998041,21.409988,25.40803
s17,b4,obfuscated,READ,4.004955,21.253109,25.258064
s17,b4,obfuscated,SELECT,3.999949,21.178961,25.178909
s17,b4,obfuscated,OPERATE,3.999949,20.670176,24.670124
s17,b4,obfuscated,READ,3.999949,21.330118,25.330067
s17,b4,obfuscated,READ,3.975868,21.326065,25.301933
s17,b4,obfuscated,READ,3.998995,21.400928,25.399923
s17,b4,obfuscated,READ,4.021883,21.357059,25.378942
s17,b4,obfuscated,READ,4.002094,21.405935,25.40803
s17,b4,obfuscated,READ,3.997087,21.247864,25.244951
s17,b4,obfuscated,READ,4.007816,21.373987,25.381804
s17,b4,obfuscated,SELECT,4.004002,21.173954,25.177956
s17,b4,obfuscated,OPERATE,3.998041,20.675898,24.673939
s17,b4,obfuscated,READ,3.999949,21.384954,25.384903
s17,b4,obfuscated,READ,3.998995,21.256924,25.255919
s17,b4,obfuscated,READ,3.999949,21.375895,25.375843
s17,b4,obfuscated,READ,4.001141,21.318913,25.320053
s17,b4,obfuscated,READ,3.993988,21.393061,25.387049
s17,b4,obfuscated,READ,4.004002,21.297932,25.301933
s17,b4,obfuscated,READ,3.997087,21.425962,25.42305
s17,b4,obfuscated,SELECT,4.003048,21.198988,25.202036
s17,b4,obfuscated,OPERATE,4.001856,20.642042,24.643898
s17,b4,obfuscated,READ,4.000187,21.332979,25.333166
s17,b4,obfuscated,READ,4.000902,21.328211,25.329113
s17,b4,obfuscated,READ,3.999949,21.330118,25.330067
s17,b4,obfuscated,READ,4.021883,21.282196,25.304079
s17,b4,obfuscated,READ,3.995895,21.295071,25.290966
s17,b4,obfuscated,READ,3.982067,21.332979,25.315046
s17,b4,obfuscated,READ,4.003048,21.431923,25.434971
s17,b4,obfuscated,READ,3.987074,21.322966,25.31004
s17,b4,obfuscated,READ,4.000902,21.3871,25.388002
s17,b4,obfuscated,READ,3.998041,21.323919,25.32196
s17,b4,obfuscated,SELECT,4.004955,21.306038,25.310993
s17,b4,obfuscated,OPERATE,4.002094,20.608902,24.610996
s17,b4,obfuscated,READ,4.004955,21.232843,25.237799
s17,b4,obfuscated,READ,3.997087,21.390915,25.388002
s17,b4,obfuscated,READ,3.996849,21.319151,25.316
s17,b4,obfuscated,READ,4.003048,21.405935,25.408983
s17,b4,obfuscated,READ,4.001141,21.301031,25.302172
s17,b4,obfuscated,READ,4.001141,25.650024,29.651165
s17,b4,obfuscated,READ,4.004955,21.23189,25.236845
s17,b4,obfuscated,READ,4.001856,21.309137,25.310993
s17,b4,obfuscated,READ,3.993988,21.409988,25.403976
s17,b4,obfuscated,SELECT,4.004002,21.203995,25.207996
s17,b4,obfuscated,OPERATE,4.000902,21.503925,25.504827
s17,b4,obfuscated,READ,4.017115,20.5369,24.554014
s17,b4,obfuscated,READ,3.999949,21.429062,25.42901
s17,b4,obfuscated,READ,4.007101,21.25597,25.263071
s17,b4,obfuscated,READ,4.024029,21.234989,25.259018
s17,b4,obfuscated,READ,4.004002,21.383047,25.387049
s17,b4,obfuscated,READ,4.00281,21.308184,25.310993
s17,b4,obfuscated,READ,4.000902,21.335125,25.336027
s17,b4,obfuscated,READ,4.014969,21.362066,25.377035
s17,b4,obfuscated,READ,3.993988,21.372795,25.366783
s17,b4,obfuscated,READ,3.997087,21.275043,25.272131
s17,b4,obfuscated,READ,4.009962,21.377087,25.387049
s17,b4,obfuscated,READ,4.004002,21.28911,25.293112
s17,b4,obfuscated,READ,3.999949,21.361113,25.361061
s17,b4,obfuscated,READ,3.998041,21.323919,25.32196
s17,b4,obfuscated,READ,4.004955,21.422148,25.427103
s17,b4,obfuscated,READ,3.993034,23.588896,27.58193
s17,b4,obfuscated,READ,3.994942,20.571947,24.566889
s17,b4,obfuscated,READ,3.991127,20.529032,24.520159
s17,b4,obfuscated,READ,4.003048,20.729065,24.732113
s17,b4,obfuscated,READ,3.997087,21.345854,25.342941
s17,b4,obfuscated,SELECT,3.993988,21.393061,25.387049
s17,b4,obfuscated,OPERATE,3.984928,20.578146,24.563074
s17,b4,obfuscated,READ,4.001856,21.301985,25.303841
s17,b4,obfuscated,READ,4.021883,21.333933,25.355816
s17,b4,obfuscated,READ,4.006863,21.312237,25.319099
s17,b4,obfuscated,READ,4.004002,21.382093,25.386095
s17,b4,obfuscated,READ,4.004955,21.309137,25.314093
s17,b4,obfuscated,READ,3.998041,21.434069,25.43211
s17,b4,obfuscated,SELECT,4.000902,21.162033,25.162935
s17,b4,obfuscated,OPERATE,4.004002,20.64085,24.644852
s17,b4,obfuscated,READ,4.000187,21.350861,25.351048
s17,b4,obfuscated,READ,3.997087,21.291971,25.289059
s17,b4,obfuscated,READ,4.005909,21.611929,25.617838
s17,b4,obfuscated,READ,3.993988,21.035194,25.029182
s17,b4,obfuscated,READ,4.002094,21.395922,25.398016
s17,b4,obfuscated,READ,4.000902,21.322966,25.323868
s17,b4,obfuscated,READ,4.007816,21.380186,25.388002
s17,b4,obfuscated,READ,4.001141,21.281004,25.282145
s17,b4,obfuscated,READ,3.995895,21.463156,25.459051
s17,b4,obfuscated,READ,4.003048,21.264076,25.267124
s17,b4,obfuscated,READ,3.997087,21.383047,25.380135
s17,b4,obfuscated,READ,4.009008,21.322966,25.331974
s17,b4,obfuscated,READ,3.997087,21.392822,25.38991
s17,b4,obfuscated,SELECT,3.988981,21.202087,25.191069
s17,b4,obfuscated,OPERATE,3.993034,20.64395,24.636984
s17,b4,obfuscated,READ,3.999949,21.378994,25.378942
s17,b4,obfuscated,READ,3.998995,21.27099,25.269985
s17,b4,obfuscated,READ,3.931046,21.33894,25.269985
s17,b4,obfuscated,READ,3.999949,21.389961,25.38991
s17,b4,obfuscated,READ,4.003048,21.370888,25.373936
s17,b4,obfuscated,READ,4.000902,21.325111,25.326014
s17,b4,obfuscated,READ,4.000187,21.366835,25.367022
s17,b4,obfuscated,READ,3.998995,21.315098,25.314093
s17,b4,obfuscated,READ,4.004002,23.947954,27.951956
s17,b4,obfuscated,READ,4.023075,20.539999,24.563074
s17,b4,obfuscated,SELECT,3.998995,20.509005,24.507999
s17,b4,obfuscated,OPERATE,4.004955,20.572901,24.577856
s17,b4,obfuscated,READ,4.027128,20.549059,24.576187
s17,b4,obfuscated,READ,4.000902,25.200129,29.201031
s17,b4,obfuscated,READ,3.996134,21.579981,25.576115
s17,b4,obfuscated,READ,4.006863,21.095037,25.1019
s17,b4,obfuscated,READ,4.001141,21.401882,25.403023
s17,b4,obfuscated,READ,4.002094,21.287918,25.290012
s17,b4,obfuscated,READ,3.973961,21.388054,25.362015
s17,b4,obfuscated,READ,3.994226,21.321774,25.316
s17,b4,obfuscated,READ,3.999949,21.457911,25.457859
s17,b4,obfuscated,SELECT,4.001856,21.18206,25.183916
s17,b4,obfuscated,OPERATE,3.999949,20.640135,24.640083
s17,b4,obfuscated,READ,4.002094,21.309853,25.311947
s17,b4,obfuscated,READ,3.993988,21.275997,25.269985
s17,b4,obfuscated,READ,4.006863,21.419048,25.425911
s17,b4,obfuscated,READ,4.003048,21.326065,25.329113
s17,b4,obfuscated,READ,3.998995,21.446943,25.445938
s17,b4,obfuscated,READ,4.003048,21.281004,25.284052
s17,b4,obfuscated,READ,3.998995,21.373987,25.372982
s17,b4,obfuscated,READ,3.999949,21.301031,25.30098
s17,b4,obfuscated,SELECT,4.01783,21.259069,25.276899
s17,b4,obfuscated,OPERATE,4.019976,20.632982,24.652958
s17,b4,obfuscated,READ,3.998995,21.248817,25.247812
s17,b4,obfuscated,READ,3.995895,21.440983,25.436878
s17,b4,obfuscated,READ,4.004002,21.26193,25.265932
s17,b4,obfuscated,READ,3.997087,21.370888,25.367975
s17,b4,obfuscated,READ,3.993988,21.307945,25.301933
s17,b4,obfuscated,READ,3.990889,21.388054,25.378942
s17,b4,obfuscated,READ,4.001856,21.251917,25.253773
s17,b4,obfuscated,READ,4.003048,21.392107,25.395155
s17,b4,obfuscated,READ,4.000902,21.325111,25.326014
s17,b4,obfuscated,SELECT,3.998995,21.281958,25.280952
s17,b4,obfuscated,OPERATE,3.978968,20.694017,24.672985
s17,b4,obfuscated,READ,4.003048,21.266937,25.269985
s17,b4,obfuscated,READ,3.996849,21.340132,25.336981
s17,b4,obfuscated,READ,3.988028,21.315813,25.303841
s17,b4,obfuscated,READ,3.998041,21.382809,25.38085
s17,b4,obfuscated,READ,4.000902,21.304131,25.305033
s17,b4,obfuscated,READ,3.999949,21.399975,25.399923
s17,b4,obfuscated,READ,4.008055,21.306992,25.315046
s17,b4,obfuscated,READ,3.998995,21.728039,25.727034
s17,b4,obfuscated,READ,3.993034,20.94388,24.936914
s17,b4,obfuscated,READ,3.992081,21.399021,25.391102
s17,b4,obfuscated,SELECT,3.999949,21.211147,25.211096
s17,b4,obfuscated,OPERATE,4.004002,20.662069,24.666071
s17,b4,obfuscated,READ,3.980875,23.32592,27.306795
s17,b4,obfuscated,READ,4.025936,20.50209,24.528027
s17,b4,obfuscated,READ,4.021883,20.544052,24.565935
s17,b4,obfuscated,READ,3.997087,21.092892,25.089979
s17,b4,obfuscated,READ,3.995895,21.20018,25.196075
s17,b4,obfuscated,READ,4.004002,21.314144,25.318146
s17,b4,obfuscated,READ,3.996849,21.371126,25.367975
s17,b4,obfuscated,SELECT,3.998995,21.272898,25.271893
s17,b4,obfuscated,OPERATE,3.998041,20.597935,24.595976
s17,b4,obfuscated,READ,4.004002,21.293163,25.297165
s17,b4,obfuscated,READ,4.000902,21.48509,25.485992
s17,b4,obfuscated,READ,4.003048,21.228075,25.231123
s17,b4,obfuscated,READ,3.997087,21.356106,25.353193
s17,b4,obfuscated,READ,3.969908,21.333933,25.303841
s17,b4,obfuscated,READ,4.004955,21.332026,25.336981
s17,b4,obfuscated,READ,4.003048,21.391869,25.394917
s17,b4,obfuscated,READ,4.004002,21.354198,25.3582
s17,b4,obfuscated,READ,3.997087,21.359921,25.357008
s17,b4,obfuscated,READ,3.991842,21.25597,25.247812
s17,b4,obfuscated,READ,3.99518,21.384001,25.379181
s17,b4,obfuscated,READ,3.998041,21.310806,25.308847
s17,b5,native,READ,25.535822,1.355171,26.890993
s17,b5,native,READ,1.130104,0.440836,1.57094
s17,b5,native,READ,2.089977,0.613928,2.703905
s17,b5,native,READ,1.165867,0.482082,1.647949
s17,b5,native,READ,2.098083,0.566006,2.664089
s17,b5,native,READ,1.262903,0.563145,1.826048
s17,b5,native,READ,1.109123,0.556946,1.666069
s17,b5,native,READ,1.107931,1.559973,2.667904
s17,b5,native,READ,1.132011,3.701925,4.833937
s17,b5,native,READ,1.108885,0.554085,1.66297
s17,b5,native,READ,2.263069,0.519991,2.78306
s17,b5,native,SELECT,1.109838,0.460148,1.569986
s17,b5,native,OPERATE,1.871824,1.582146,3.45397
s17,b5,native,READ,2.171993,0.479937,2.65193
s17,b5,native,READ,1.162052,0.504017,1.666069
s17,b5,native,READ,1.081944,0.559092,1.641035
s17,b5,native,READ,1.134157,1.485825,2.619982
s17,b5,native,READ,3.195047,0.561953,3.757
s17,b5,native,READ,7.294893,2.012014,9.306908
s17,b5,native,READ,8.127928,0.566959,8.694887
s17,b5,native,READ,8.924007,0.575066,9.499073
s17,b5,native,READ,9.011984,0.538111,9.550095
s17,b5,native,READ,9.854078,0.57888,10.432959
s17,b5,native,SELECT,8.669853,0.588179,9.258032
s17,b5,native,OPERATE,4.029036,0.564098,4.593134
s17,b5,native,READ,3.123999,0.524044,3.648043
s17,b5,native,READ,5.703926,3.876209,9.580135
s17,b5,native,READ,4.05097,0.498056,4.549026
s17,b5,native,READ,2.182007,0.492811,2.674818
s17,b5,native,READ,1.137972,0.607014,1.744986
s17,b5,native,READ,1.095057,0.559092,1.654148
s17,b5,native,READ,2.128839,0.515223,2.644062
s17,b5,native,SELECT,1.045942,0.56386,1.609802
s17,b5,native,OPERATE,1.825809,1.612186,3.437996
s17,b5,native,READ,3.03793,0.557184,3.595114
s17,b5,native,READ,4.052162,0.490904,4.543066
s17,b5,native,READ,5.693913,0.555992,6.249905
s17,b5,native,READ,2.178907,0.519991,2.698898
s17,b5,native,READ,3.995895,0.565052,4.560947
s17,b5,native,READ,3.810167,0.561953,4.37212
s17,b5,native,READ,3.992081,0.57292,4.565001
s17,b5,native,READ,4.153013,0.497818,4.650831
s17,b5,native,READ,3.993988,0.497103,4.491091
s17,b5,native,READ,3.874063,0.49305,4.367113
s17,b5,native,SELECT,2.503872,1.866102,4.369974
s17,b5,native,OPERATE,4.044056,0.564098,4.608154
s17,b5,native,READ,1.098156,0.522852,1.621008
s17,b5,native,READ,1.101017,1.621962,2.722979
s17,b5,native,READ,1.164198,0.452995,1.617193
s17,b5,native,READ,2.149105,0.494957,2.644062
s17,b5,native,READ,1.254797,0.589132,1.843929
s17,b5,native,READ,2.092123,0.555038,2.647161
s17,b5,native,READ,1.289845,0.519991,1.809835
s17,b5,native,READ,1.172066,0.478983,1.651049
s17,b5,native,READ,1.170874,1.704216,2.87509
s17,b5,native,READ,1.097918,0.56386,1.661777
s17,b5,native,READ,2.238989,0.54884,2.787828
s17,b5,native,READ,1.165867,0.494003,1.65987
s17,b5,native,SELECT,2.184153,0.498056,2.682209
s17,b5,native,OPERATE,2.854824,0.486135,3.34096
s17,b5,native,READ,1.219988,0.45085,1.670837
s17,b5,native,READ,3.304005,0.566959,3.870964
s17,b5,native,READ,4.034042,0.496149,4.530191
s17,b5,native,READ,3.803968,0.576019,4.379988
s17,b5,native,READ,4.002094,0.532866,4.53496
s17,b5,native,READ,4.095078,0.494003,4.589081
s17,b5,native,READ,3.902912,0.494003,4.396915
s17,b5,native,READ,3.9711,0.523806,4.494905
s17,b5,native,READ,2.721071,1.945972,4.667044
s17,b5,native,SELECT,1.107216,0.499964,1.60718
s17,b5,native,OPERATE,1.831055,1.607895,3.43895
s17,b5,native,READ,2.193928,0.490904,2.684832
s17,b5,native,READ,1.171112,0.472069,1.643181
s17,b5,native,READ,1.170158,0.555992,1.726151
s17,b5,native,READ,2.115965,0.529051,2.645016
s17,b5,native,READ,1.085997,0.614882,1.700878
s17,b5,native,READ,2.136946,0.458956,2.595901
s17,b5,native,READ,1.101017,0.615835,1.716852
s17,b5,native,READ,1.353979,3.031015,4.384995
s17,b5,native,READ,1.10507,0.554085,1.659155
s17,b5,native,READ,1.09005,1.569986,2.660036
s17,b5,native,READ,1.106977,0.54121,1.648188
s17,b5,native,READ,2.240181,0.566006,2.806187
s17,b5,native,READ,4.025936,0.463963,4.489899
s17,b5,native,READ,3.952026,0.452995,4.405022
s17,b5,native,READ,3.929138,0.565052,4.49419
s17,b5,native,SELECT,3.844023,0.531912,4.375935
s17,b5,native,OPERATE,4.387856,0.522137,4.909992
